,Default Radar Template,Name,Team,Competition,Nationality,Date of Birth,Age,Player Id,Weight,Height,Country Id,Country,Team Id,Competition Id,Primary Position,Secondary Position,Most Recent Match,Player SBData Id,90s Played,Appearances,Minutes Played,Starting Appearances,Assists,Key Passes,Open Play Assists,Open Play Key Passes,Open Play xG Assisted,Set Piece Assists,Set Piece Key Passes,Set-Piece xG Assisted,xG Assisted,Dispossessed,Dribble%,Dribbles,Failed Dribbles,Fouls Won,Penalty wins,Successful Dribbles,Turnovers,Over/Underperformance,Scoring Contribution,Shots & Key Passes,xG & xG Assisted,Goal Conversion%,Goals & Penalty Goals,Non-Penalty Goals,Penalty Conversion%,Post Shot xG,Shooting%,Shots,Shot Touch%,xG,xG/Shot,Red Cards,Second Yellow Cards,Yellow Cards,Aggressive Actions,Average Defensive Action Distance,Ball Recoveries,Blocks/Shot,Clearances,Defensive Action Regains,Defensive Actions,Interceptions,Opposition Half Ball Recoveries,PAdj Clearances,PAdj Interceptions,Aerial Win%,Aerial Wins,Dribbled Past,Dribbles Successfully Defended%,Errors,Fouls,PAdj Tackles,PAdj Tackles & Interceptions,Tack/Dribbled Past%,Tackles,Tackles & Interceptions,Average Pressure Distance,Counterpressure Regains,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,PAdj Pressures,Pressure Regains,Pressures,Pressures in Opposing Half,Pressures in Opposing Half%,Crossing%,Deep Completions,Open Play Final Third Passes,OP Passes Into Box,Passes Inside Box,Passes Into Box,Passes + Touches In Box,Set Piece Passes Into Box,Successful Box Cross%,Successful Crosses,Throughballs,Touches In Box,Carries,Carry%,Carry Length,Deep Progressions,xGBuildup,xGChain,Final Third Pass Backward%,Final Third Pass Forward%,Final Third Pass Sideways%,Pass Backward%,Pass Forward%,Pass Sideways%,Average Pass Distance,Being Pressured Change in Pass%,Left to Right Footedness%,Long Ball%,Long Balls,Open Play Passes,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass%,Unpressured Long Balls,Being Pressured Change in Pass Length,Pass Length,Pass Length Ratio,Pressured Pass Length,Pressured Pass Length Ratio,Successful Pass Length,Successful Pressured Pass Length,Claims - CCAA%,Goalkeeper Aggressive Distance,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,All Shots Faced,Expected Save%,Goals Conceded,Goals Saved Above Average,Penalties Conceded,Penalties Faced,Positioning Error,PSxG Faced,Save%,Shots Faced,Shots Faced On Target%,Shot Stopping%,xG Faced,Defensive Action OBV,Dribble & Carry OBV,Goalkeeper OBV,OBV,Pass OBV,Shot OBV
173,Midfielder,Arne Maier,Augsburg,1. Bundesliga,Germany,08/01/1999,25,982927,84.0,187.0,129,Germany,894,1009,Left Centre Midfielder,Left Defensive Midfielder,30:00.0,12411,12.482963,22,1123.4667,10,0.32043675,2.2430573,0.24032757,1.281747,0.10689687,0.08010919,0.96131027,0.08107292,0.18796977,0.881201,0.7894737,1.5220745,0.32043675,0.48065513,0.0,1.2016377,1.5220745,0.19214602,0.48065513,4.0855684,0.28850907,0.086956522,0.16021837,0.16021837,,0.0693127,0.217391304347826,1.8425113,0.0173469387755102,0.100539304,0.05456645074098,0.0,0.0,0.0,11.856159,46.539722,8.571683,0.0125786163522012,1.4419653,3.2043674,19.62675,0.80109185,5.126988,1.2088246,0.6106308,0.4705882352941176,0.6408735,0.80109185,0.30769232,0.0,0.40054592,0.9401656,1.5507963,0.5833333333333334,1.1215286,1.9226205,49.033825,0.16021837,3.2043674,2.2430573,0.7,12.324721,2.2430573,18.104675,8.411465,0.46460176,0.4074074074074074,0.48065513,13.0577965,1.9226205,0.32043675,3.444695,4.726442,1.5220745,0.2093023255813953,0.881201,0.0,2.8038216,35.808804,0.9440716,4.078421,4.6463327,0.42276648,0.5678051,0.1288343558282208,0.2269938650306748,0.6441717791411042,0.140893471,0.1477663230240549,0.711340206,60.109715,0.014010045,0.1095571095571095,0.6226415094339622,5.287206,39.2535,0.134020618556701,0.7680412371134021,1.762402,0.782051282,8.171137,-6.382289,21.55846622637457,0.9439034,15.176177024841309,1.0626079,20.349109077880318,16.126325607299805,0.0,0.0,0.15463917,0.06872852,9.052339,0.5263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.01052913,0.080150336,,0.24515225,0.23081677,-0.055285703
174,Attacking Midfielder / Winger,Aron Dønnum,Toulouse,Ligue 1,Norway,20/04/1998,26,1274591,73.0,178.0,686,Norway,57,1007,Right Wing,Right Attacking Midfielder,00:00.0,30115,19.140003,27,1722.6003,19,0.052246593,1.0971785,0.052246593,1.0449319,0.10677196,0.0,0.052246593,0.003990569,0.11076254,1.9331241,0.61904764,3.2915354,1.2539182,2.29885,0.052246593,2.0376172,3.7095082,-0.10868643,0.052246593,2.194357,0.16093303,0.0,0.0,0.0,,0.059076443,0.4285714285714285,1.0971785,0.0155172413793103,0.05017049,0.045726827,0.0,0.0,0.41797274,12.591429,54.716305,6.2695913,0.004291845,0.7836989,3.6572614,24.817131,0.52246594,3.343782,0.6807562,0.42520103,0.25,0.36572614,0.7836989,0.2777778,0.052246593,1.7763841,0.85472983,1.2799306,0.5588235294117647,0.9926853,1.5151513,56.19218,0.20898637,3.2392888,2.4555898,0.7580645,20.432095,2.8735626,22.048063,13.531868,0.6137441,0.3214285714285714,0.36572614,10.240332,1.3061649,0.36572614,1.410658,3.761755,0.104493186,0.1481481481481481,0.47021937,0.31347954,2.4555898,34.064777,0.8435583,6.4542356,3.5527682,0.3957103,0.47055158,0.1785714285714285,0.1479591836734693,0.673469388,0.1510416666666666,0.1458333333333333,0.703125,59.846134,0.034455128,0.9178743961352656,0.5606060606060606,1.9331241,28.892366,0.2708333333333333,0.7604166666666666,1.6196444,0.7948717948717948,2.6123297,-2.4246945,18.48227098253038,0.9479264,16.05757713317871,0.95083976,17.519832245291095,15.268182754516602,0.0,0.0,0.15625,0.119791664,4.817136,0.33909526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.018591257,0.13688307,,0.15691383,0.0703084,-0.031686388
175,Full Back,Arouna Sangante,Le Havre,Ligue 1,Senegal,12/04/2002,22,14115400,76.0,189.0,263,Senegal,134,1007,Right Back,Right Centre Back,00:00.0,105183,32.57148,30,2931.433,30,0.0,0.39912218,0.0,0.33771878,0.024407702,0.0,0.061403412,0.004155555,0.028563255,0.4298239,0.6,0.4605256,0.18421024,1.2280682,0.0,0.27631536,0.6447358,-0.060327403,0.0,0.9210512,0.060327403,0.0,0.0,0.0,,0.011612727,0.1764705882352941,0.521929,0.001888218,0.031764142,0.0608591262032003,0.0,0.0,0.24561365,6.1096396,29.86768,8.043847,0.05370844,3.8070118,4.5438523,14.03068,2.1491194,2.210523,3.0901167,1.6369379,0.5283018867924528,1.7192956,0.5526307,0.625,0.061403412,1.8728042,1.3845556,3.0214934,0.76,1.7499973,3.8991168,34.052864,0.18421024,1.8114007,0.89034945,0.4915254,7.7069435,2.3333297,10.407879,2.3947332,0.2300885,0.1538461538461538,0.061403412,5.342097,0.30701706,0.061403412,0.4298239,1.6271905,0.122806825,0.071428571,0.061403412,0.030701706,1.3201734,33.06574,0.9684308,4.88623,3.4385912,0.27259716,0.3029778,0.08045977,0.367816092,0.5517241379310345,0.0594844679444811,0.2855254461335096,0.6549900859220092,41.71524,-0.14256516,0.1361111111111111,0.5701357466063348,3.8684149,40.065727,0.1216126900198281,0.8327825512227363,4.8815713,0.6902173913043478,5.7105174,0.02983168,21.96599006526768,0.9297617,21.995820999145508,0.9093339,20.423136780753968,20.001544952392575,0.0,0.0,0.11566424,0.080634505,3.650433,0.2632861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.019221678,0.030513557,,0.07328955,0.0873774,-0.02537972
176,Midfielder,Arsen Zakharyan,Real Sociedad,La Liga,Russia,26/05/2003,21,14105264,68.0,183.0,313,Russia,825,1011,Right Centre Midfielder,Left Centre Midfielder,15:00.0,48369,15.060555,29,1355.45,15,0.06639861,1.7927626,0.0,0.7967834,0.039926317,0.06639861,0.99597925,0.067629315,0.10755563,0.99597925,0.45,1.3279723,0.73038477,0.9295806,0.0,0.5975875,2.4567487,-0.122997716,0.13279723,3.9175181,0.2557949,0.03125,0.06639861,0.06639861,,0.13706058,0.28125,2.1247556,0.019191919,0.1482393,0.069767691,0.0,0.0,0.06639861,13.213325,51.710026,5.1126933,0.008547009,0.5311889,2.7223432,21.845144,0.5311889,2.2575529,0.6096656,0.69886166,0.28125,0.5975875,0.7967834,0.5,0.0,1.7263639,1.7221884,2.42105,0.6470588235294118,1.4607695,1.9919585,53.744175,0.5311889,4.116714,3.2535322,0.7903226,23.91723,2.058357,18.65801,10.623778,0.569395,0.2580645161290322,0.26559445,11.02217,0.99597925,0.26559445,2.39035,3.1871336,1.3943709,0.1111111111111111,0.5311889,0.13279723,2.1911545,30.941753,0.9034335,4.6198106,3.4527278,0.4330138,0.4932661,0.1867469879518072,0.1686746987951807,0.6445783132530121,0.1722222222222222,0.1425925925925926,0.6851851851851852,63.057716,-0.023223223,0.1909814323607427,0.4337349397590361,2.39035,31.340145,0.2055555555555555,0.725925926,1.0623778,0.7027027027027027,4.979896,-5.042762,19.51867766203704,0.87562764,14.475915908813477,1.0339817,17.091093102279974,14.96783161,0.0,0.0,0.1537037,0.085185185,6.048914,0.40149844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.004157271,0.04871943,,0.08704223,0.06402254,-0.029857036
177,Striker,Artem Dovbyk,Girona,La Liga,Ukraine,21/06/1997,26,5097580,76.0,189.0,468,Ukraine,602,1011,Centre Forward,Left Centre Forward,00:00.0,25079,31.511852,36,2836.0667,32,0.25387275,0.8885546,0.25387275,0.8885546,0.18893082,0.0,0.0,0.0,0.18893082,1.1106932,0.41935483,0.98375684,0.57121366,0.6346819,0.0,0.41254318,2.6656637,0.09342732,0.7933523,3.3320796,0.69992507,0.2207792207792207,0.7616182,0.53947955,0.875,0.5704002,0.4675324675324675,2.443525,0.071428571,0.51099426,0.2091217536430854,0.0,0.0,0.06346819,3.9032934,67.634384,1.6184387,0.014367816091954,0.53947955,1.5232364,11.075198,0.031734094,1.1424273,0.6242056,0.045604285,0.4519230769230769,1.4915023,0.031734094,0.5,0.0,0.98375684,0.2658058,0.31141007,0.8888888888888888,0.25387275,0.28560683,72.031235,0.06346819,1.6501727,1.4597683,0.88461536,12.321203,1.2058955,9.837569,8.3778,0.8516129,0.6,1.5232364,4.379305,0.28560683,0.9520228,0.28560683,9.551962,0.0,0.0,0.095202275,0.12693638,9.266355,11.297337,0.73876405,4.0570292,0.4760114,0.49275947,0.9117538,0.181159420289855,0.0579710144927536,0.7608695652173914,0.2334217506631299,0.071618037,0.6949602122015915,64.356094,-0.06197086,0.8130081300813008,0.8333333333333334,0.15867047,11.1704,0.3872679045092838,0.7400530503978779,0.6664159,0.678082192,0.06346819,-0.5079336,12.607180972314325,1.017648,12.099246978759766,1.0147614,12.829672099014337,12.277849197387695,0.0,0.0,0.1856764,0.124668434,2.9956985,0.19650295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.034981858,-0.069376625,,0.045030035,-0.049941674,0.12936646
178,Midfielder,Arthur Atta,Metz,Ligue 1,France,14/01/2003,21,14160758,77.0,189.0,30,France,506,1007,Left Centre Midfielder,Centre Attacking Midfielder,00:00.0,357299,11.4374075,21,1029.3667,10,0.1748648,1.0491889,0.1748648,1.0491889,0.10763248,0.0,0.0,0.0,0.10763248,2.4481072,0.46666667,1.311486,0.6994592,1.2240536,0.0,0.6120268,2.010945,0.09778696,0.2622972,1.748648,0.16451024,0.125,0.0874324,0.0874324,,0.09623204,0.5,0.6994592,0.005333333,0.056877755,0.081316762,0.0,0.0,0.0,14.601211,41.90068,8.306078,0.0231213872832369,2.010945,5.8579707,25.705124,1.311486,3.759593,1.0724419,0.85180604,0.4324324324324324,1.3989184,1.1366212,0.3809524,0.0,2.0983777,0.96159065,1.8133966,0.6060606060606061,1.748648,3.060134,45.581844,0.3497296,3.234999,1.9235128,0.5945946,9.052009,4.02189,21.858099,8.480943,0.388,0.625,0.1748648,7.781483,1.0491889,0.0874324,1.1366212,2.7978368,0.0874324,0.3846153846153846,0.437162,0.0874324,1.748648,30.688774,0.8632479,5.664201,3.8470256,0.25598276,0.35635784,0.08988764,0.1910112359550561,0.7191011235955056,0.1180904522613065,0.2010050251256281,0.6809045226130653,51.12514,-0.15644549,0.15625,0.5636363636363636,2.7104044,32.962017,0.2462311557788944,0.7788944723618091,2.9727015,0.6224489795918368,3.8470256,-4.3362694,20.30734851012877,0.95475775,15.971078872680664,0.9413137,19.388597845262098,15.033795356750488,0.0,0.0,0.13819095,0.08040201,3.645931,0.2895833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.059574876,0.044035614,,0.24007389,0.103695154,0.032768242
179,Goalkeeper,Arthur Desmas,Le Havre,Ligue 1,France,07/04/1994,30,632214,87.0,196.0,30,France,134,1007,Goalkeeper,,00:00.0,22125,36.24278,33,3261.85,33,0.0,0.027591703,0.0,0.027591703,0.008085462,0.0,0.0,0.0,0.008085462,0.0,,0.0,0.0,0.27591705,0.0,0.0,0.027591703,-0.008085462,0.0,0.027591703,0.008085462,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.055183407,0.110366814,2.6871374,3.6696963,0.0,0.055183407,7.311802,0.08277511,0.0,0.0,0.0415483,0.0,,0.0,0.055183407,0.0,0.027591703,0.0,0.0,0.0,0.0,0.0,0.0,12.150278,0.0,0.0,0.0,,0.06807152,0.055183407,0.08277511,0.0,0.0,,0.0,0.46905896,0.027591703,0.0,0.055183407,0.027591703,0.027591703,0.0,0.0,0.0,0.0,12.388674,0.9977728,5.4415946,0.8277511,0.060658064,0.06874351,0.0,1.0,0.0,0.0,0.5311510031678986,0.4688489968321013,11.614709,-0.13130647,0.095132743,0.3896103896103896,5.7942576,17.217222,0.076029567,0.6451953537486801,1.2692183,0.5138888888888888,13.657893,0.25367603,40.8272464,0.7613102,41.08092117,0.7015156,31.082200670008184,28.818906784057617,0.003332683,16.645653,0.06652587,0.026399156,1.0760764,0.082435004,12.112758,0.7061631774902344,1.1036682,0.11245063,0.027591703,0.055183407,1.7607906,1.2161188,0.7333333333333334,4.1387553,0.3416856492027335,0.0271701558430989,1.1989534,-0.000368,0.04991319,0.008763542,0.13744977,0.07914125,
180,Midfielder,Arthur,Fiorentina,Serie A,Brazil,12/08/1996,27,623806,73.0,171.0,9,Brazil,29,1012,Right Defensive Midfielder,Left Defensive Midfielder,45:00.0,11392,23.85,33,2146.5,23,0.12578616,1.3836478,0.12578616,1.215933,0.063938454,0.0,0.16771488,0.009762781,0.07370123,0.6289308,0.6923077,0.5450734,0.16771488,2.431866,0.04192872,0.37735847,0.75471693,0.08064885,0.16771488,1.8448638,0.08706605,0.090909091,0.08385744,0.04192872,1.0,0.06235353,0.4545454545454545,0.46121594,0.002537151,0.013364813,0.0289773453365672,0.0,0.0,0.08385744,9.895178,43.01246,9.392034,0.0153846153846153,0.6708595,4.0670857,17.274633,0.9224319,5.115304,0.89527595,1.156004,0.3809523809523809,0.33542976,0.6289308,0.6666667,0.0,0.83857447,2.3082323,3.4642363,0.7413793103448276,1.802935,2.7253668,44.12216,0.41928723,2.9769392,2.0545075,0.69014084,18.845024,2.683438,14.675053,5.9119496,0.40285715,0.6363636363636364,0.12578616,15.052411,0.5870021,0.04192872,0.75471693,0.9643606,0.16771488,0.3333333333333333,0.29350105,0.0,0.37735847,53.20755,0.9747833,5.413007,7.295598,0.46088096,0.5036445,0.04735376,0.1615598885793872,0.7910863509749304,0.067830759,0.1262592343854936,0.8059100067159167,50.836323,-0.03720538,0.037313433,0.8540540540540541,6.6247377,58.867928,0.1128274009402283,0.9241101410342512,1.4255764,0.8869047619047619,7.002096,-1.8773597,21.94255398967428,0.99224967,20.065195083618164,1.0316081,21.772492164789245,20.69941711425781,0.0,0.0,0.06917394,0.05305574,6.352202,0.38027117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.03131984,0.10975122,,0.21177922,0.054173745,0.016534373
181,Centre Back,Arthur Theate,Rennes,Ligue 1,Belgium,25/05/2000,24,14101721,78.0,186.0,483,Belgium,82,1007,Left Centre Back,Left Back,00:00.0,43913,27.957224,28,2516.1501,27,0.0,0.21461359,0.0,0.21461359,0.025301151,0.0,0.0,0.0,0.025301151,0.2503825,0.53846157,0.4649961,0.21461359,0.7153786,0.0,0.2503825,0.4649961,-0.007241088,0.07153786,1.00153,0.07877894,0.090909091,0.07153786,0.07153786,,0.031067496,0.2272727272727272,0.78691643,0.0026534,0.0534778,0.067958675,0.0,0.0,0.14307572,4.3995786,29.795914,9.407228,0.080645161,3.9345825,4.5068855,8.477236,1.6453707,1.9672912,3.9221978,1.6926137,0.6329113924050633,1.7884465,0.5723029,0.5483871,0.10730679,0.5723029,1.0758238,2.7684376,0.6444444444444445,1.037299,2.6826699,37.441902,0.28615144,1.3949883,0.7153786,0.51282054,6.942339,2.1461358,6.867635,2.1461358,0.3125,0.5,0.10730679,7.1180177,0.28615144,0.10730679,0.28615144,1.6453707,0.0,0.375,0.10730679,0.0,1.3592194,46.678455,0.98467433,5.842411,6.00918,0.51250565,0.5558434,0.065326633,0.3366834170854271,0.5979899497487438,0.0369685767097966,0.2920517560073937,0.6709796672828097,38.859043,-0.16834979,0.8357879234167894,0.5786516853932584,3.6841998,55.370304,0.1010474430067775,0.8878619839802834,4.721499,0.7195121951219512,5.579953,-1.5384052,22.477953635243377,0.9486567,20.93954849243164,0.9267158,21.32386092557252,19.405010223388672,0.0,0.0,0.10412816,0.084411584,4.217157,0.24204473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0648625,0.063465856,,0.19087821,0.092117704,-0.029567875
182,Attacking Midfielder / Winger,Ashley Young,Everton,Premier League,England,09/07/1985,38,1121,65.0,175.0,618,England,88,1002,Right Midfielder,Left Back,00:00.0,3612,28.069445,31,2526.25,27,0.0,0.74814445,0.0,0.5343889,0.041022863,0.0,0.21375556,0.021316899,0.062339764,0.5343889,0.47826087,0.8193963,0.42751113,0.9262741,0.035625927,0.3918852,0.9262741,-0.082786545,0.0,1.2112815,0.082786545,0.0,0.0,0.0,,0.013635687,0.2307692307692307,0.46313706,0.002549395,0.020446783,0.0441484497143672,0.0,0.035625927,0.21375556,7.5883226,38.51052,7.5883226,0.0245398773006134,2.1019297,3.2063334,15.069767,1.6387926,3.5982187,1.3743001,0.97745955,0.3709677419354839,0.8193963,0.9262741,0.5208333,0.10687778,1.3894112,1.2251202,2.2025797,0.6578947368421053,1.7812964,3.420089,45.308044,0.21375556,2.0663037,1.5319148,0.7413793,7.559232,2.0663037,11.899059,5.343889,0.4491018,0.2727272727272727,0.10687778,7.0539336,0.8193963,0.10687778,1.2825334,1.6031667,0.46313706,0.3888888888888889,0.6412667,0.071251854,0.7837704,24.546265,0.9448476,3.9327023,3.5269668,0.36218598,0.39474893,0.1666666666666666,0.3787878787878788,0.4545454545454545,0.1130776794493608,0.3500491642084562,0.5368731563421829,53.18963,-0.07282579,0.1476014760147601,0.3966480446927374,2.5294409,28.857002,0.1386430678466076,0.704031465,2.7431965,0.6312056737588653,5.7357745,-2.7116854,22.22184580875123,0.8658597,19.510160446166992,0.90681654,19.24100089472765,17.692136764526367,0.0,0.0,0.17207474,0.104228124,4.513805,0.31439206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.00069381285,0.046675403,,0.14967327,0.11296654,-0.010662499
183,Attacking Midfielder / Winger,Assane Diao,Real Betis,La Liga,Spain,07/09/2005,18,14190439,80.0,185.0,26,Spain,800,1011,Right Wing,Left Wing,30:00.0,400190,12.843148,18,1155.8833,13,0.0,0.62290025,0.0,0.62290025,0.045578297,0.0,0.0,0.0,0.045578297,3.1923637,0.30952382,3.2702262,2.2580135,2.2580135,0.0,1.0122129,7.630528,-0.12130708,0.15572506,2.2580135,0.27703214,0.095238095,0.15572506,0.15572506,,0.0628204,0.1428571428571428,1.6351131,0.0256024096385542,0.23145387,0.1415521985008603,0.0,0.0,0.31145012,9.343504,52.29324,5.83969,0.032,0.62290025,4.593889,24.29311,0.70076275,3.503814,0.62914187,0.7156136,0.3023255813953488,1.0122129,0.62290025,0.5555556,0.0,1.2458005,2.082467,2.7980807,0.7575757575757576,1.9465632,2.647326,54.113815,0.15572506,4.7496147,3.970989,0.8360656,21.603327,3.503814,21.178608,12.224417,0.5772059,0.3571428571428571,0.54503775,8.487017,0.38931265,0.38931265,0.38931265,4.827477,0.0,0.4,0.38931265,0.0,4.438164,29.82135,0.6788512,7.3800197,2.1022885,0.52134967,0.6434214,0.2660550458715596,0.1009174311926605,0.6330275229357798,0.2234848484848484,0.106060606060606,0.6704545454545454,63.24565,-0.17522831,0.2772277227722772,0.7142857142857143,0.38931265,20.399982,0.2765151515151515,0.7916666666666666,0.7786253,0.6164383561643836,0.38931265,0.25232807,12.654824921579072,1.0199778,12.907153129577637,1.0112388,12.90764008298445,13.05221462249756,0.0,0.0,0.16666667,0.11742424,3.4103792,0.2147059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.020739991,0.09275537,,-0.03112115,-0.028242739,-0.116373755
184,Midfielder,Aster Vranckx,Wolfsburg,1. Bundesliga,Belgium,04/10/2002,21,12439640,78.0,183.0,483,Belgium,939,1009,Left Defensive Midfielder,Right Defensive Midfielder,30:00.0,29906,14.555741,24,1310.0167,12,0.0,0.27480567,0.0,0.27480567,0.015496789,0.0,0.0,0.0,0.015496789,1.3053268,0.6315789,1.3053268,0.48090988,1.8549381,0.0,0.82441694,1.0305213,-0.026971135,0.0,0.6183127,0.026971139,0.0,0.0,0.0,,0.021590749,0.4,0.34350708,0.001805054,0.011474348,0.0334035277366638,0.0,0.0,0.41220847,13.190671,40.69895,9.549497,0.038095238,2.0610425,4.8090987,24.045494,1.5801326,4.122085,1.7331685,1.256747,0.5,1.0305213,1.0992227,0.53333336,0.0,2.1297438,1.9428009,3.1995482,0.6595744680851063,2.1297438,3.7098763,43.4404,0.8931184,4.6029944,2.816758,0.6119403,16.750494,3.7098763,19.786007,7.831961,0.39583334,0.1666666666666666,0.0,6.389231,0.27480567,0.068701416,0.27480567,0.6183127,0.0,0.25,0.068701416,0.0,0.34350708,35.312527,0.93190664,4.035142,2.6106536,0.29862145,0.3046902,0.075268817,0.2365591397849462,0.6881720430107527,0.1477663230240549,0.1649484536082474,0.6872852233676976,46.924454,-0.03032819,0.2192066805845511,0.6307692307692307,2.816758,38.8163,0.2560137457044673,0.8625429553264605,2.816758,0.8322147651006712,3.7098763,-2.2820323,19.085617012993985,0.93642175,16.803585052490234,0.9885468,17.87218703311753,16.611129760742188,0.0,0.0,0.11512028,0.072164945,2.6106536,0.20674646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.037899256,0.04191754,,0.07180138,-0.004929166,-0.003086249
185,Midfielder,Atakan Karazor,VfB Stuttgart,1. Bundesliga,Turkey,13/10/1996,27,3223615,76.0,191.0,259,Turkey,936,1009,Right Defensive Midfielder,Centre Defensive Midfielder,30:00.0,20947,32.338333,33,2910.45,31,0.123692214,0.9276916,0.123692214,0.9276916,0.078515165,0.0,0.0,0.0,0.078515165,0.89676857,0.5,0.55661494,0.27830747,2.4119983,0.0,0.27830747,1.144153,0.016023092,0.123692214,1.5152297,0.10766912,0.0,0.0,0.0,,0.00084205566,0.052631579,0.587538,0.005353621,0.029153956,0.049620544,0.0,0.0,0.27830747,11.84353,45.423557,10.235531,0.033232628,1.7935371,5.195073,22.233675,1.2369221,5.102304,2.3120189,1.6126649,0.5454545454545454,1.669845,0.77307636,0.4047619,0.030923054,1.0204607,3.0265906,4.639256,0.7448979591836735,2.2573829,3.4943051,48.70035,0.6803072,5.6589184,3.5870743,0.6338798,25.601955,3.7416897,18.955832,9.184147,0.48450243,1.0,0.061846107,11.936298,0.55661494,0.09276917,0.55661494,1.0823069,0.0,0.055555556,0.030923054,0.18553834,0.5256919,47.89981,0.95739186,3.1783326,4.8239965,0.62743187,0.6736296,0.075129534,0.1787564766839378,0.7461139896373057,0.1117615753060138,0.1389036721660457,0.7493347525279404,50.869003,-0.1051779,0.1466828971393791,0.8472222222222222,1.8863063,55.78519,0.1708355508249068,0.9058009579563596,2.0099986,0.8006230529595015,2.0099986,-2.1632779,16.062778572378924,1.0062523,13.899500846862791,1.0502931,16.163207577482375,14.598549842834473,0.0,0.0,0.1064396,0.08781267,6.3794265,0.38510364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.053991176,0.063118935,,0.116912015,0.03214324,-0.032341313
186,Goalkeeper,Augusto Batalla,Granada,La Liga,Argentina,30/04/1996,28,294941,87.0,186.0,12,Argentina,736,1011,Goalkeeper,,30:00.0,35769,18.759073,17,1688.3167,17,0.0,0.106615074,0.0,0.053307537,0.001013945,0.0,0.053307537,0.002135211,0.003149156,0.0,1.0,0.1599226,0.0,0.1599226,0.0,0.1599226,0.053307537,-0.005319817,0.0,0.1599226,0.005319817,0.0,0.0,0.0,,0.0,0.0,0.053307537,0.0,0.002170661,0.040719587,0.0,0.0,0.1599226,0.106615074,3.1895869,5.9704437,0.0,0.0,6.663442,0.1599226,0.0,0.053307537,0.0,0.0,,0.0,0.106615074,0.5,0.1599226,0.0,0.0,0.0,0.0,0.0,0.0,12.884999,0.0,0.0,0.0,,0.09648505,0.0,0.1599226,0.0,0.0,,0.0,1.0661507,0.0,0.0,0.0,0.106615074,0.0,,0.0,0.0,0.106615074,20.576708,0.99740934,4.7714643,2.078994,0.14669481,0.14669481,0.0,0.85,0.15,0.0,0.5730994152046783,0.4269005847953216,12.252227,-0.04766082,0.1232492997198879,0.4211822660098522,9.115588,25.587616,0.1169590643274853,0.6476608187134503,2.8252995,0.6,18.81756,1.4786814,46.64614457693713,0.75396204,48.12482452392578,0.8018448,35.16942367,38.58863830566406,0.055828243,18.92122,0.13157895,0.055555556,1.9457251,0.16434039,11.88758,0.6984913924644733,1.4926109,-0.09428777,0.0,0.0,1.7677503,1.3983232,0.6781609195402298,4.637756,0.3901345291479821,-0.020330473,1.2071317,,0.07539852,-0.1544118,0.05552548,0.13659434,-0.002055587
